timestamp,temperature,humidity,light_intensity,co2_level,soil_moisture,air_pressure,wind_speed
2024-01-05 03:00:00,15.0,78.84,201.0,434.0,48.83,1017.15,0.54
2024-01-05 04:00:00,16.8,72.6,218.0,463.0,47.05,1018.38,0.83
2024-01-05 05:00:00,17.16,76.37,169.0,473.0,50.05,1016.57,0.67
2024-01-05 06:00:00,17.49,74.27,0.0,394.0,39.58,1015.41,0.04
2024-01-05 07:00:00,20.87,70.73,13472.0,412.0,39.98,1018.15,0.19
2024-01-05 08:00:00,23.02,69.73,18383.0,361.0,53.76,1012.87,0.8
2024-01-05 09:00:00,21.3,71.65,26881.0,357.0,57.65,1016.17,0.37
2024-01-05 10:00:00,24.19,74.44,28726.0,352.0,54.41,1008.57,1.76
2024-01-05 11:00:00,23.37,77.63,34073.0,343.0,51.42,1013.39,1.63
2024-01-05 12:00:00,23.95,74.45,31303.0,352.0,48.11,1012.12,1.78
2024-01-05 13:00:00,20.88,74.73,36680.0,384.0,45.08,1007.96,1.69
2024-01-05 14:00:00,23.44,74.58,30940.0,343.0,44.94,1009.24,1.72
2024-01-05 15:00:00,21.92,76.58,27432.0,342.0,39.07,1008.92,1.52
2024-01-05 16:00:00,21.63,76.15,19332.0,368.0,54.43,1012.0,1.94
2024-01-05 17:00:00,18.41,74.66,13419.0,386.0,52.39,1012.37,0.47
2024-01-05 18:00:00,16.76,82.59,4121.0,386.0,51.45,1006.77,0.64
2024-01-05 19:00:00,15.0,84.81,224.0,506.0,45.93,1005.0,0.58
2024-01-05 20:00:00,17.36,81.24,212.0,461.0,45.46,1007.85,0.42
2024-01-05 21:00:00,15.01,78.71,128.0,462.0,46.55,1007.22,0.38
2024-01-05 22:00:00,15.0,80.37,131.0,465.0,42.84,1007.73,0.56
2024-01-05 23:00:00,15.0,81.49,161.0,453.0,39.24,1009.1,0.66
2024-01-06 00:00:00,15.0,76.7,199.0,483.0,53.84,1017.09,0.48
2024-01-06 01:00:00,15.0,76.38,223.0,489.0,53.98,1012.73,0.52
2024-01-06 02:00:00,15.0,74.81,223.0,461.0,51.73,1018.17,0.16
2024-01-06 03:00:00,15.25,77.31,317.0,490.0,48.23,1015.81,0.07
2024-01-06 04:00:00,16.55,79.1,225.0,433.0,45.47,1020.27,0.5
2024-01-06 05:00:00,16.98,77.15,302.0,507.0,46.02,1014.79,0.66
2024-01-06 06:00:00,17.43,74.63,194.0,420.0,40.84,1017.69,0.0
2024-01-06 07:00:00,19.63,78.05,12010.0,392.0,39.81,1018.7,0.55
2024-01-06 08:00:00,23.13,71.11,18632.0,380.0,51.89,1016.73,0.37
2024-01-06 09:00:00,22.26,68.34,28809.0,334.0,53.78,1017.68,0.51
2024-01-06 10:00:00,21.46,70.28,31262.0,362.0,52.49,1016.23,1.48
2024-01-06 11:00:00,22.88,74.21,33886.0,313.0,51.44,1015.77,1.71
2024-01-06 12:00:00,22.95,73.24,36259.0,346.0,45.86,1011.49,1.3
2024-01-06 13:00:00,24.29,72.51,31962.0,387.0,45.54,1012.9,1.65
2024-01-06 14:00:00,23.34,69.38,30788.0,339.0,42.56,1010.37,1.6
2024-01-06 15:00:00,22.71,70.86,23780.0,351.0,41.52,1008.02,1.36
2024-01-06 16:00:00,20.28,80.53,19299.0,369.0,54.32,1004.06,1.26
2024-01-06 17:00:00,20.09,75.03,7656.0,391.0,52.32,1007.52,0.41
2024-01-06 18:00:00,17.92,80.97,1416.0,441.0,50.52,1007.69,0.0
2024-01-06 19:00:00,17.72,83.46,206.0,437.0,48.13,1009.8,0.02
2024-01-06 20:00:00,15.39,78.14,152.0,457.0,45.1,1009.05,0.8
2024-01-06 21:00:00,15.66,81.46,242.0,476.0,44.54,1011.92,1.12
2024-01-06 22:00:00,16.38,78.72,238.0,449.0,42.93,1010.42,0.0
2024-01-06 23:00:00,15.0,79.1,175.0,466.0,39.8,1011.07,0.25
2024-01-07 00:00:00,15.0,78.39,254.0,447.0,56.21,1013.85,0.58
2024-01-07 01:00:00,15.0,77.96,277.0,506.0,52.73,1011.86,1.1
2024-01-07 02:00:00,15.03,81.7,218.0,448.0,50.66,1015.76,0.69
2024-01-07 03:00:00,15.01,78.06,161.0,480.0,47.8,1015.28,0.72
2024-01-07 04:00:00,15.11,78.98,193.0,495.0,44.98,1015.51,0.85
2024-01-07 05:00:00,16.57,80.99,136.0,465.0,43.17,1020.99,0.18
2024-01-07 06:00:00,19.23,77.31,0.0,374.0,42.63,1017.99,0.38
2024-01-07 07:00:00,19.84,76.41,11398.0,398.0,41.84,1017.54,0.0
2024-01-07 08:00:00,20.49,71.69,20210.0,385.0,54.3,1017.4,1.03
2024-01-07 09:00:00,22.21,76.51,28404.0,326.0,51.5,1014.57,0.71
2024-01-07 10:00:00,22.85,71.87,32357.0,323.0,49.63,1017.45,1.3
2024-01-07 11:00:00,22.71,69.31,32213.0,349.0,49.07,1013.28,1.38
2024-01-07 12:00:00,23.55,70.81,33792.0,387.0,47.4,1011.63,1.7
2024-01-07 13:00:00,25.33,76.1,33245.0,361.0,43.88,1010.69,1.37
2024-01-07 14:00:00,23.01,70.56,29235.0,330.0,40.13,1011.38,1.63
2024-01-07 15:00:00,23.01,70.22,27564.0,325.0,41.76,1009.24,1.22
2024-01-07 16:00:00,21.7,77.27,19828.0,367.0,52.06,1011.74,1.52
2024-01-07 17:00:00,19.35,72.49,14624.0,329.0,52.02,1008.6,0.0
2024-01-07 18:00:00,18.56,75.8,265.0,389.0,52.7,1009.15,0.97
2024-01-07 19:00:00,17.82,79.31,240.0,478.0,51.21,1003.36,0.6
2024-01-07 20:00:00,15.0,78.23,266.0,455.0,48.68,1005.27,0.94
2024-01-07 21:00:00,15.0,77.97,228.0,464.0,41.63,1010.8,0.58
2024-01-07 22:00:00,15.0,77.19,101.0,450.0,40.07,1012.71,0.2
2024-01-07 23:00:00,15.0,79.1,228.0,464.0,43.62,1009.64,0.55
2024-01-08 00:00:00,15.0,81.3,277.0,485.0,54.06,1013.82,0.57
2024-01-08 01:00:00,15.0,82.01,240.0,453.0,55.02,1015.52,0.38
2024-01-08 02:00:00,15.73,78.23,184.0,429.0,48.86,1014.33,0.55
2024-01-08 03:00:00,15.0,85.95,159.0,498.0,50.95,1017.63,0.77
2024-01-08 04:00:00,16.67,72.86,171.0,446.0,48.06,1017.86,0.0
2024-01-08 05:00:00,17.43,73.24,106.0,480.0,42.71,1018.45,0.57
2024-01-08 06:00:00,18.77,78.45,0.0,419.0,43.42,1019.35,0.37
2024-01-08 07:00:00,19.65,75.57,8929.0,403.0,42.95,1014.47,0.89
2024-01-08 08:00:00,21.92,71.41,20282.0,335.0,55.82,1014.95,1.11
2024-01-08 09:00:00,21.38,71.65,26879.0,322.0,52.96,1018.18,0.85
2024-01-08 10:00:00,23.16,71.83,31409.0,360.0,52.21,1015.26,2.0
2024-01-08 11:00:00,24.33,72.55,37906.0,355.0,51.51,1014.38,1.44
2024-01-08 12:00:00,24.09,68.53,37414.0,329.0,51.34,1013.91,1.83
2024-01-08 13:00:00,24.26,71.94,35352.0,333.0,43.28,1009.74,1.42
2024-01-08 14:00:00,23.67,67.91,31371.0,330.0,43.97,1010.28,2.11
2024-01-08 15:00:00,22.22,76.46,28062.0,312.0,40.31,1008.69,1.59
2024-01-08 16:00:00,22.46,72.64,18977.0,344.0,57.29,1006.18,1.98
2024-01-08 17:00:00,20.11,72.46,11428.0,361.0,49.77,1006.89,0.93
2024-01-08 18:00:00,18.01,72.86,288.0,379.0,52.44,1005.33,0.16
2024-01-08 19:00:00,16.01,75.73,210.0,497.0,48.61,1010.61,0.52
2024-01-08 20:00:00,16.65,75.12,203.0,451.0,44.53,1008.51,1.03
2024-01-08 21:00:00,15.0,77.02,101.0,493.0,43.33,1011.08,1.12
2024-01-08 22:00:00,15.0,77.68,162.0,458.0,41.29,1012.17,0.56
2024-01-08 23:00:00,15.0,76.39,172.0,490.0,38.38,1012.6,0.28
2024-01-09 00:00:00,15.0,81.16,262.0,482.0,52.49,1013.17,0.32
2024-01-09 01:00:00,15.05,85.8,237.0,472.0,51.32,1014.12,0.47
2024-01-09 02:00:00,15.0,78.1,259.0,490.0,51.4,1019.96,0.29
2024-01-09 03:00:00,16.34,79.57,214.0,406.0,51.31,1011.2,0.27
2024-01-09 04:00:00,15.0,72.93,214.0,447.0,49.03,1020.81,0.46
2024-01-09 05:00:00,17.82,75.4,241.0,458.0,46.63,1017.35,1.12
2024-01-09 06:00:00,18.42,78.13,2227.0,394.0,43.86,1017.2,0.56
2024-01-09 07:00:00,19.62,72.79,13959.0,372.0,43.51,1017.75,0.77
2024-01-09 08:00:00,20.59,73.55,15330.0,364.0,53.8,1019.81,0.19
2024-01-09 09:00:00,22.19,77.2,26765.0,333.0,47.84,1016.86,0.77
2024-01-09 10:00:00,21.82,71.39,29419.0,328.0,49.89,1018.73,1.97
2024-01-09 11:00:00,24.4,72.72,35898.0,367.0,47.18,1012.04,2.19
2024-01-09 12:00:00,24.16,73.35,33806.0,327.0,52.29,1007.62,1.77
2024-01-09 13:00:00,24.49,71.32,30209.0,353.0,46.65,1011.98,1.65
2024-01-09 14:00:00,24.03,73.95,30310.0,347.0,42.31,1010.8,1.27
2024-01-09 15:00:00,22.85,71.22,27071.0,369.0,41.84,1007.77,1.96
2024-01-09 16:00:00,19.95,78.48,19822.0,321.0,52.83,1011.25,1.65
2024-01-09 17:00:00,19.79,71.2,9643.0,402.0,50.65,1010.13,0.59
2024-01-09 18:00:00,18.9,78.74,0.0,383.0,52.24,1010.14,0.43
2024-01-09 19:00:00,18.17,81.71,257.0,475.0,49.05,1008.74,0.06
2024-01-09 20:00:00,16.06,79.56,246.0,416.0,48.12,1006.85,0.27
2024-01-09 21:00:00,15.0,84.85,228.0,437.0,44.74,1007.19,0.35
2024-01-09 22:00:00,15.05,72.31,270.0,489.0,41.73,1010.83,0.59
2024-01-09 23:00:00,15.0,74.42,250.0,436.0,41.2,1010.2,1.12
2024-01-10 00:00:00,15.0,79.24,265.0,480.0,54.58,1014.97,0.6
2024-01-10 01:00:00,15.0,79.51,270.0,480.0,56.25,1012.59,0.01
2024-01-10 02:00:00,15.0,77.35,204.0,447.0,51.21,1016.89,0.72
2024-01-10 03:00:00,15.0,74.54,271.0,491.0,47.79,1017.52,0.84
2024-01-10 04:00:00,16.62,78.89,283.0,437.0,48.26,1020.59,0.7
2024-01-10 05:00:00,16.45,69.51,160.0,455.0,45.79,1018.05,0.14
2024-01-10 06:00:00,18.88,74.47,2534.0,389.0,43.21,1019.6,0.62
2024-01-10 07:00:00,21.12,73.19,14823.0,344.0,39.51,1018.58,0.61
2024-01-10 08:00:00,20.35,74.63,20343.0,367.0,54.71,1018.93,0.78
2024-01-10 09:00:00,22.89,74.48,28257.0,366.0,53.65,1017.68,0.63
2024-01-10 10:00:00,23.01,73.84,31002.0,353.0,51.44,1015.03,1.28
2024-01-10 11:00:00,22.57,72.08,36172.0,339.0,49.16,1012.66,2.04
2024-01-10 12:00:00,24.18,70.41,39052.0,356.0,46.56,1015.65,1.63
2024-01-10 13:00:00,23.95,70.6,35345.0,365.0,46.02,1012.0,1.53
2024-01-10 14:00:00,24.5,71.75,29270.0,387.0,40.93,1010.78,1.85
2024-01-10 15:00:00,22.82,70.27,23875.0,345.0,43.87,1009.8,1.81
2024-01-10 16:00:00,21.66,75.9,25153.0,391.0,55.66,1007.75,1.16
2024-01-10 17:00:00,20.68,70.26,9235.0,412.0,55.92,1005.4,0.87
2024-01-10 18:00:00,18.87,74.81,449.0,337.0,51.87,1006.79,0.5
2024-01-10 19:00:00,17.85,74.15,110.0,447.0,51.0,1008.08,0.64
2024-01-10 20:00:00,15.79,77.18,167.0,463.0,44.35,1008.03,0.42
2024-01-10 21:00:00,15.0,80.67,241.0,465.0,47.85,1013.91,0.15
2024-01-10 22:00:00,15.04,80.59,132.0,514.0,39.68,1012.06,0.64
2024-01-10 23:00:00,15.0,80.1,233.0,469.0,40.43,1012.17,0.66
2024-01-11 00:00:00,15.0,84.46,240.0,454.0,56.44,1011.78,0.83
2024-01-11 01:00:00,15.0,74.13,173.0,485.0,52.26,1014.75,0.35
2024-01-11 02:00:00,15.0,81.35,221.0,465.0,51.08,1015.46,0.53
2024-01-11 03:00:00,15.94,81.17,235.0,424.0,49.38,1016.9,0.64
2024-01-11 04:00:00,16.48,79.02,137.0,480.0,47.85,1016.0,0.42
2024-01-11 05:00:00,17.96,76.41,223.0,473.0,47.59,1016.93,0.06
2024-01-11 06:00:00,19.47,71.44,1280.0,370.0,42.95,1018.36,0.0
2024-01-11 07:00:00,20.17,71.38,13019.0,393.0,40.66,1019.77,0.78
2024-01-11 08:00:00,23.0,73.25,20940.0,324.0,56.07,1020.0,0.61
2024-01-11 09:00:00,24.0,68.92,24631.0,422.0,51.83,1012.51,0.51
2024-01-11 10:00:00,24.05,74.4,28636.0,377.0,49.57,1017.79,1.76
2024-01-11 11:00:00,23.56,75.06,32305.0,328.0,49.73,1013.27,1.4
2024-01-11 12:00:00,24.51,69.96,39068.0,342.0,50.41,1014.67,1.71
2024-01-11 13:00:00,23.22,75.67,31947.0,350.0,45.66,1011.45,1.97
2024-01-11 14:00:00,23.77,71.86,31570.0,312.0,42.5,1010.7,2.25
2024-01-11 15:00:00,23.31,74.91,24754.0,364.0,42.4,1009.7,1.47
2024-01-11 16:00:00,21.03,75.76,21188.0,401.0,57.71,1006.66,1.52
2024-01-11 17:00:00,20.04,76.14,11822.0,382.0,53.23,1007.41,1.08
2024-01-11 18:00:00,19.24,79.27,0.0,348.0,50.75,1007.42,0.65
2024-01-11 19:00:00,16.56,68.93,107.0,460.0,50.67,1009.32,0.29
2024-01-11 20:00:00,15.0,79.71,208.0,462.0,49.06,1010.49,0.54
2024-01-11 21:00:00,15.34,76.79,166.0,482.0,43.67,1008.48,1.52
2024-01-11 22:00:00,15.0,79.52,135.0,506.0,43.43,1013.71,0.99
2024-01-11 23:00:00,15.0,77.32,208.0,424.0,41.88,1013.07,0.8
2024-01-12 00:00:00,15.0,78.38,174.0,438.0,54.1,1014.93,0.27
2024-01-12 01:00:00,15.0,77.84,209.0,487.0,51.36,1011.07,0.0
2024-01-12 02:00:00,15.0,74.13,184.0,471.0,49.63,1015.67,0.33
2024-01-12 03:00:00,15.66,78.61,190.0,462.0,48.2,1015.8,0.74
2024-01-12 04:00:00,17.01,77.71,150.0,468.0,47.6,1017.43,0.0
2024-01-12 05:00:00,16.81,80.63,208.0,430.0,43.37,1015.83,0.0
2024-01-12 06:00:00,20.28,75.63,1699.0,415.0,42.51,1016.6,0.28
2024-01-12 07:00:00,21.71,73.26,16014.0,371.0,41.0,1015.14,0.37
2024-01-12 08:00:00,21.52,72.26,17416.0,351.0,54.5,1020.65,0.23
2024-01-12 09:00:00,23.77,70.8,27907.0,364.0,53.82,1016.41,0.69
2024-01-12 10:00:00,24.85,73.56,30649.0,365.0,52.43,1014.45,1.7
2024-01-12 11:00:00,24.96,67.97,31641.0,343.0,51.62,1015.28,1.79
2024-01-12 12:00:00,24.83,72.2,35790.0,340.0,48.14,1013.9,1.08
2024-01-12 13:00:00,24.49,73.97,33864.0,357.0,44.49,1013.99,2.08
2024-01-12 14:00:00,22.56,71.26,33411.0,342.0,38.92,1012.05,1.66
2024-01-12 15:00:00,23.85,67.83,23217.0,363.0,40.31,1011.03,2.09
2024-01-12 16:00:00,21.08,74.98,21020.0,335.0,55.46,1007.68,1.62
2024-01-12 17:00:00,20.21,75.39,15395.0,376.0,54.92,1007.02,0.27
2024-01-12 18:00:00,20.33,87.18,0.0,399.0,51.35,1004.67,0.57
2024-01-12 19:00:00,18.34,76.84,150.0,483.0,50.51,1012.22,0.19
2024-01-12 20:00:00,16.07,75.44,244.0,493.0,44.68,1008.33,0.35
2024-01-12 21:00:00,15.31,80.19,247.0,473.0,48.37,1009.65,0.56
2024-01-12 22:00:00,15.29,78.94,187.0,459.0,40.33,1011.04,0.28
2024-01-12 23:00:00,15.0,75.95,201.0,449.0,41.12,1014.03,0.51
2024-01-13 00:00:00,15.0,78.71,112.0,466.0,56.22,1014.73,0.07
2024-01-13 01:00:00,15.0,76.81,194.0,461.0,55.02,1012.85,0.16
2024-01-13 02:00:00,15.03,79.87,146.0,442.0,52.45,1016.1,0.49
2024-01-13 03:00:00,15.87,81.1,231.0,453.0,49.04,1016.7,0.0
2024-01-13 04:00:00,15.61,80.65,184.0,441.0,45.59,1016.68,0.9
2024-01-13 05:00:00,17.43,72.83,216.0,450.0,45.76,1017.49,0.29
2024-01-13 06:00:00,18.95,73.65,0.0,388.0,41.42,1019.23,0.44
2024-01-13 07:00:00,20.58,77.24,13200.0,403.0,38.75,1017.41,0.19
2024-01-13 08:00:00,22.85,75.73,17288.0,336.0,53.1,1018.56,0.91
2024-01-13 09:00:00,23.76,75.72,25859.0,320.0,53.72,1017.64,0.33
2024-01-13 10:00:00,23.99,69.83,26492.0,381.0,48.96,1016.79,1.21
2024-01-13 11:00:00,25.47,68.82,31174.0,386.0,48.46,1014.87,2.12
2024-01-13 12:00:00,24.06,74.26,31777.0,379.0,47.99,1012.83,1.43
2024-01-13 13:00:00,24.2,73.55,34465.0,323.0,43.99,1012.35,1.82
2024-01-13 14:00:00,25.27,72.05,31041.0,368.0,45.05,1014.34,2.04
2024-01-13 15:00:00,23.17,71.07,25381.0,341.0,36.07,1009.04,1.51
2024-01-13 16:00:00,21.3,72.81,22634.0,371.0,56.03,1007.5,1.61
2024-01-13 17:00:00,20.74,76.41,12634.0,353.0,55.35,1007.34,0.29
2024-01-13 18:00:00,19.27,73.64,512.0,428.0,50.82,1007.63,0.48
2024-01-13 19:00:00,18.18,77.35,158.0,456.0,49.4,1007.16,0.36
2024-01-13 20:00:00,16.25,85.69,247.0,453.0,46.96,1008.17,0.0
2024-01-13 21:00:00,15.0,70.87,194.0,455.0,42.83,1010.9,0.39
2024-01-13 22:00:00,15.0,81.53,191.0,444.0,42.43,1007.68,0.27
2024-01-13 23:00:00,15.0,83.22,220.0,463.0,39.39,1012.75,0.23
2024-01-14 00:00:00,15.0,80.42,260.0,446.0,57.34,1011.78,0.28
2024-01-14 01:00:00,15.57,79.08,194.0,436.0,51.09,1014.73,0.45
2024-01-14 02:00:00,15.0,78.34,235.0,515.0,50.45,1018.04,0.0
2024-01-14 03:00:00,15.66,78.64,196.0,472.0,52.06,1017.66,0.44
2024-01-14 04:00:00,17.35,79.7,159.0,495.0,47.76,1016.12,0.39
2024-01-14 05:00:00,18.72,76.13,156.0,488.0,42.11,1018.73,0.62
2024-01-14 06:00:00,17.84,82.22,1836.0,385.0,46.47,1018.07,0.71
2024-01-14 07:00:00,20.93,75.32,13535.0,391.0,40.92,1017.81,0.63
2024-01-14 08:00:00,22.55,75.84,19256.0,379.0,52.16,1017.3,0.28
2024-01-14 09:00:00,23.3,72.3,27676.0,373.0,50.63,1016.05,0.27
2024-01-14 10:00:00,24.73,72.69,29913.0,321.0,50.5,1016.96,2.16
2024-01-14 11:00:00,24.12,69.85,32732.0,364.0,47.78,1014.8,1.91
2024-01-14 12:00:00,24.58,72.86,36908.0,360.0,47.7,1014.04,1.62
2024-01-14 13:00:00,25.52,74.6,32863.0,341.0,46.53,1012.51,1.51
2024-01-14 14:00:00,23.81,70.15,32633.0,374.0,39.56,1010.41,1.45
